Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2021	regulation of mitochondrial membrane permeability (GO:0046902)	4/19	7.112781374362291e-06	6.785948575248697e-05	0	0	40.40712468193384	478.9705880818589	BAD;BNIP3;BCL2;BCL2L1
GO_Biological_Process_2021	negative regulation of cellular catabolic process (GO:0031330)	6/69	7.154113479454545e-06	6.785948575248697e-05	0	0	14.619416758951642	173.20826292553215	RUBCN;RRAGA;BCL2;AKT1;MTOR;INS
GO_Biological_Process_2021	regulation of cell cycle process (GO:0010564)	7/106	7.634519783008955e-06	7.199529702349143e-05	0	0	10.918718434343434	128.6534087863045	SH3GLB1;UVRAG;BECN1;DAPK3;PIK3R4;PIK3C3;BCL2L1
GO_Biological_Process_2021	regulation of mitochondrial membrane potential (GO:0051881)	5/41	8.018966138578986e-06	7.518360159985616e-05	0	0	21.18482905982906	248.5764510850132	BAD;AKT2;BCL2;AKT1;BCL2L1
GO_Biological_Process_2021	positive regulation of apoptotic process (GO:0043065)	11/310	8.451070584379383e-06	7.877952004519171e-05	0	0	5.804995145107347	67.80941045990116	MAPK8;BAD;DAPK1;TRAF6;DAPK2;BNIP3;DAPK3;HMGB1;SQSTM1;ATG7;CTSD
GO_Biological_Process_2021	positive regulation of mitochondrial membrane potential (GO:0010918)	3/7	1.0320197147934618e-05	9.565348442257116e-05	0	0	112.8465909090909	1295.6377171742888	BAD;AKT2;AKT1
GO_Biological_Process_2021	positive regulation of glycolytic process (GO:0045821)	4/21	1.086851815830788e-05	9.959738108912644e-05	0	0	35.64975303098338	407.46385001031047	PRKAA1;PRKAA2;HIF1A;INS
GO_Biological_Process_2021	positive regulation of purine nucleotide metabolic process (GO:1900544)	4/21	1.086851815830788e-05	9.959738108912644e-05	0	0	35.64975303098338	407.46385001031047	PRKAA1;PRKAA2;HIF1A;INS
GO_Biological_Process_2021	regulation of cytoskeleton organization (GO:0051493)	7/112	1.097504868863198e-05	0.00010000858973573636	0	0	10.291666666666666	117.52966175769548	PRKAA1;PRKAA2;PRKCD;MLST8;MAPK1;MTOR;MAPK3
GO_Biological_Process_2021	regulation of cell division (GO:0051302)	6/76	1.2552654227873572e-05	0.00011374528021011695	0	0	13.152823920265782	148.43722582932205	SH3GLB1;BECN1;UVRAG;PIK3R4;PIK3C3;BCL2L1
GO_Biological_Process_2021	positive regulation of RNA metabolic process (GO:0051254)	5/45	1.279373289270124e-05	0.00011528574862200784	0	0	19.0625	214.768707064562	ERN1;MAP2K1;MAP2K2;PIK3R1;HRAS
GO_Biological_Process_2021	positive regulation of lipid catabolic process (GO:0050996)	4/22	1.321436437994928e-05	0.00011841822665346812	0	0	33.66751484308736	378.2278009399306	IRS1;AKT2;PRKCD;IRS2
GO_Biological_Process_2021	negative regulation of signal transduction (GO:0009968)	10/267	1.384096513917203e-05	0.00012335189810844526	0	0	6.103657587548638	68.28697567858303	RPS6KB1;IRS1;PRKCD;DDIT4;BCL2;PTEN;TSC2;AKT1;PRKCQ;PIK3CB
GO_Biological_Process_2021	cellular protein localization (GO:0034613)	11/329	1.474297582903286e-05	0.00013067271472508906	0	0	5.452855548792859	60.661620978280894	RAB1A;RRAGA;RRAGC;STX17;RRAGB;ATG9B;ATG9A;RRAGD;WIPI1;WIPI2;ATG13
GO_Biological_Process_2021	regulation of cellular response to heat (GO:1900034)	6/79	1.5698197755844538e-05	0.00013838302586945565	0	0	12.6103854730806	139.49563826077633	RPTOR;AKT1S1;MLST8;MAPK1;MTOR;MAPK3
GO_Biological_Process_2021	ERK1 and ERK2 cascade (GO:0070371)	4/23	1.5912801294694987e-05	0.00013951656054051498	0	0	31.893933306548814	352.376507272424	MAP2K1;MAP2K2;MAPK1;MAPK3
GO_Biological_Process_2021	regulation of endodeoxyribonuclease activity (GO:0032071)	3/8	1.6430743476581796e-05	0.0001410088143863263	0	0	90.27272727272728	994.4765346497323	PRKCD;AKT1;HMGB1
GO_Biological_Process_2021	TORC1 signaling (GO:0038202)	3/8	1.6430743476581796e-05	0.0001410088143863263	0	0	90.27272727272728	994.4765346497323	RPTOR;MLST8;MTOR
GO_Biological_Process_2021	negative regulation by symbiont of host apoptotic process (GO:0033668)	3/8	1.6430743476581796e-05	0.0001410088143863263	0	0	90.27272727272728	994.4765346497323	MAPK1;BCL2L1;MAPK3
GO_Biological_Process_2021	negative regulation by symbiont of host programmed cell death (GO:0052041)	3/8	1.6430743476581796e-05	0.0001410088143863263	0	0	90.27272727272728	994.4765346497323	MAPK1;MAPK3;RAB7A
GO_Biological_Process_2021	regulation of cell growth (GO:0001558)	9/217	1.692520566432331e-05	0.00014448780835543375	0	0	6.750343406593407	74.16404237465136	PPP2CA;RPTOR;STK11;BCL2;AKT1;PRKCQ;MTOR;RAB33B;INS
GO_Biological_Process_2021	positive regulation of cytokine production (GO:0001819)	11/335	1.7433883987638017e-05	0.0001480510985756485	0	0	5.350233970529669	58.62302129757175	RAB1A;TBK1;TRAF6;EIF2AK3;PIK3CD;PRKCQ;HMGB1;RAB7B;MAP3K7;HIF1A;INS
GO_Biological_Process_2021	positive regulation of blood vessel endothelial cell migration (GO:0043536)	5/48	1.7642081615983274e-05	0.0001490388353183587	0	0	17.729874776386403	194.05744221247272	PDPK1;AKT3;AKT1;HMGB1;HIF1A
GO_Biological_Process_2021	positive regulation of carbohydrate metabolic process (GO:0045913)	4/24	1.899565960202162e-05	0.00015881938079628387	0	0	30.29770992366412	329.37549531389675	PRKAA1;PRKAA2;HIF1A;INS
GO_Biological_Process_2021	protein kinase B signaling (GO:0043491)	4/24	1.899565960202162e-05	0.00015881938079628387	0	0	30.29770992366412	329.37549531389675	PTEN;PIK3R3;TSC2;AKT1
GO_Biological_Process_2021	positive regulation of epithelial cell proliferation (GO:0050679)	7/123	2.023464697689051e-05	0.00016831075587957136	0	0	9.310546875	100.62945413107754	NRAS;BAD;AKT3;AKT1;PIK3CD;HIF1A;HRAS
GO_Biological_Process_2021	positive regulation of cellular process (GO:0048522)	15/625	2.158582386473742e-05	0.0001786337056561433	0	0	3.9456967213114753	42.39048919543127	PRKAA1;PRKAA2;IRS1;PRKCD;PTEN;IRS2;IGF1R;INS;RPTOR;MAPK8;AKT2;BCL2;AKT1;KRAS;HRAS
GO_Biological_Process_2021	regulation of cytokinesis (GO:0032465)	6/84	2.2332320994259844e-05	0.0001838732215872562	0	0	11.799045915324983	126.36159382472518	SH3GLB1;BECN1;UVRAG;PIK3R4;PIK3C3;BCL2L1
GO_Biological_Process_2021	positive regulation of fatty acid beta-oxidation (GO:0032000)	3/9	2.4524376709112263e-05	0.0001998921558903523	0	0	75.22348484848484	798.5607026081233	IRS1;AKT2;IRS2
GO_Biological_Process_2021	positive regulation of membrane potential (GO:0045838)	3/9	2.4524376709112263e-05	0.0001998921558903523	0	0	75.22348484848484	798.5607026081233	BAD;AKT2;AKT1
GO_Biological_Process_2021	positive regulation of macromolecule biosynthetic process (GO:0010557)	7/129	2.753672626760298e-05	0.00022332285003026016	0	0	8.849961577868852	92.92450756921828	RPS6KB1;IRS1;AKT2;AKT1;IRS2;MTOR;INS
GO_Biological_Process_2021	negative regulation of cellular process (GO:0048523)	14/566	2.969925869985968e-05	0.00023966267468244977	0	0	4.048119535273686	42.19917061705947	BECN1;MAP2K1;BNIP3;EIF2AK3;PTEN;TSC2;TSC1;VAMP8;PPP2CA;STK11;BCL2;RAF1;HRAS;ATG5
GO_Biological_Process_2021	positive regulation of cellular biosynthetic process (GO:0031328)	8/180	3.08660452261028e-05	0.00024677333548408023	0	0	7.212232191906244	74.90518939263477	RPS6KB1;IRS1;AKT2;AKT1;IRS2;HIF1A;MTOR;INS
GO_Biological_Process_2021	stress-activated protein kinase signaling cascade (GO:0031098)	4/27	3.088470228314938e-05	0.00024677333548408023	0	0	26.34185197477597	273.56670685168257	MAPK8;MAPK1;MAP3K7;MAPK3
GO_Biological_Process_2021	negative regulation of protein kinase activity (GO:0006469)	6/90	3.3094399628478725e-05	0.0002631329225362377	0	0	10.952934662236988	112.9920784207688	DEPTOR;PDPK1;AKT1S1;AKT1;TSC2;SMCR8
GO_Biological_Process_2021	regulation of blood vessel endothelial cell migration (GO:0043535)	5/55	3.451198901352954e-05	0.0002705542564611007	0	0	15.242307692307692	156.60257540967163	PDPK1;AKT3;AKT1;HMGB1;HIF1A
GO_Biological_Process_2021	cellular response to leucine (GO:0071233)	3/10	3.486180000022814e-05	0.0002705542564611007	0	0	64.47402597402598	661.7690675331174	RPTOR;RRAGD;MTOR
GO_Biological_Process_2021	regulation of type B pancreatic cell development (GO:2000074)	3/10	3.486180000022814e-05	0.0002705542564611007	0	0	64.47402597402598	661.7690675331174	BAD;RHEB;AKT1
GO_Biological_Process_2021	response to leucine (GO:0043201)	3/10	3.486180000022814e-05	0.0002705542564611007	0	0	64.47402597402598	661.7690675331174	RPTOR;RRAGD;MTOR
GO_Biological_Process_2021	negative regulation of transmembrane transport (GO:0034763)	3/10	3.486180000022814e-05	0.0002705542564611007	0	0	64.47402597402598	661.7690675331174	AKT2;AKT1;IRS2
GO_Biological_Process_2021	positive regulation of monooxygenase activity (GO:0032770)	4/28	3.584414449440255e-05	0.00027554124345934093	0	0	25.24300254452926	258.39571276242697	AKT1;PIK3CB;HIF1A;INS
GO_Biological_Process_2021	positive regulation of phosphatidylinositol 3-kinase activity (GO:0043552)	4/28	3.584414449440255e-05	0.00027554124345934093	0	0	25.24300254452926	258.39571276242697	IRS1;PIK3R4;AMBRA1;ATG14
GO_Biological_Process_2021	positive regulation of establishment of protein localization to mitochondrion (GO:1903749)	5/56	3.7691439994558165e-05	0.0002883750739206289	0	0	14.942684766214178	152.20734576121967	SH3GLB1;MAPK8;BAD;BCL2;ATG13
GO_Biological_Process_2021	negative regulation of cellular protein metabolic process (GO:0032269)	6/94	4.233575501512254e-05	0.0003208812833389194	0	0	10.452959830866808	105.260036055188	DAPK1;DAPK3;EIF2AK3;AKT1;TSC1;INS
GO_Biological_Process_2021	positive regulation of epithelial cell migration (GO:0010634)	6/94	4.233575501512254e-05	0.0003208812833389194	0	0	10.452959830866808	105.260036055188	RRAS;PIK3CD;AKT1;PIK3CB;HIF1A;MTOR
GO_Biological_Process_2021	positive regulation of lipid kinase activity (GO:0090218)	4/30	4.747678580762401e-05	0.00035652822724795217	0	0	23.298884321785085	231.9466768115448	IRS1;PIK3R4;AMBRA1;ATG14
GO_Biological_Process_2021	regulation of lipid kinase activity (GO:0043550)	3/11	4.769828934205032e-05	0.00035652822724795217	0	0	56.41193181818182	561.333416258221	PIK3R3;PIK3R2;PIK3R1
GO_Biological_Process_2021	fatty acid homeostasis (GO:0055089)	3/11	4.769828934205032e-05	0.00035652822724795217	0	0	56.41193181818182	561.333416258221	PRKAA1;PRKAA2;INS
GO_Biological_Process_2021	regulation of programmed cell death (GO:0043067)	8/194	5.254153784620524e-05	0.0003909283228740592	0	0	6.6646346626026585	65.6726868494541	DAPK1;DAPK2;BNIP3;AKT1S1;DAPK3;AKT1;RAF1;CTSB
GO_Biological_Process_2021	regulation of peptidyl-serine phosphorylation (GO:0033135)	6/98	5.353940313450165e-05	0.0003965338442199163	0	0	9.996461071789687	98.31612099274318	RPTOR;TBK1;DDIT4;PTEN;AKT1;RAF1
GO_Biological_Process_2021	pattern recognition receptor signaling pathway (GO:0002221)	5/61	5.713913595840731e-05	0.0004212712660206212	0	0	13.605082417582418	132.92194477348306	CTSL;TRAF6;HMGB1;MAP3K7;CTSB
GO_Biological_Process_2021	regulation of cell population proliferation (GO:0042127)	16/764	5.858170777069196e-05	0.0004299526244527708	0	0	3.4363007234979555	33.48705316554557	MAP2K1;IRS1;PTEN;TSC2;TSC1;IRS2;IGF1R;RAB33B;INS;STK11;AKT2;BCL2;AKT1;KRAS;RAF1;HRAS
GO_Biological_Process_2021	mitochondrial membrane organization (GO:0007006)	4/32	6.164955769253594e-05	0.0004496277210880388	0	0	21.63249727371865	209.7063912796897	BAD;BNIP3;BCL2;BCL2L1
GO_Biological_Process_2021	I-kappaB kinase/NF-kappaB signaling (GO:0007249)	5/62	6.181688150593875e-05	0.0004496277210880388	0	0	13.365721997300945	129.53167692618922	TBK1;TRAF6;AKT1;MAP3K7;TANK
GO_Biological_Process_2021	C-terminal protein amino acid modification (GO:0018410)	3/12	6.328376569172179e-05	0.000456205635342101	0	0	50.14141414141414	484.76126158747786	ATG7;ATG12;ATG5
GO_Biological_Process_2021	positive regulation of fatty acid oxidation (GO:0046321)	3/12	6.328376569172179e-05	0.000456205635342101	0	0	50.14141414141414	484.76126158747786	IRS1;AKT2;IRS2
GO_Biological_Process_2021	regulation of cell death (GO:0010941)	6/102	6.699820707976386e-05	0.0004808455393069778	0	0	9.578003875968992	92.0527077777344	BECN1;TBK1;BNIP3;RRAS2;TSC1;ATG5
GO_Biological_Process_2021	positive regulation of ATP metabolic process (GO:1903580)	4/33	6.978721991100126e-05	0.0004986558180424847	0	0	20.885496183206108	199.8754445185044	PRKAA1;PRKAA2;HIF1A;INS
GO_Biological_Process_2021	cellular response to organonitrogen compound (GO:0071417)	6/103	7.075201648243621e-05	0.0005033323277829453	0	0	9.478782066650684	90.58236488029485	RPTOR;RRAGA;RRAGC;RRAGB;RRAGD;MTOR
GO_Biological_Process_2021	axon guidance (GO:0007411)	8/203	7.226352021191614e-05	0.0005118403047324366	0	0	6.354128810821725	60.587832596511056	PIK3CA;PIK3CD;MAPK1;PRKCQ;IRS2;PIK3R1;PIK3CB;MAPK3
GO_Biological_Process_2021	regulation of glucose metabolic process (GO:0010906)	4/34	7.867992821738819e-05	0.0005548645372547984	0	0	20.1882951653944	190.7818619103632	IRS1;AKT2;AKT1;IRS2
GO_Biological_Process_2021	regulation of autophagosome maturation (GO:1901096)	3/13	8.186286647979327e-05	0.0005674426044026695	0	0	45.125	424.6472363134227	RUBCN;UVRAG;SMCR8
GO_Biological_Process_2021	high-density lipoprotein particle assembly (GO:0034380)	3/13	8.186286647979327e-05	0.0005674426044026695	0	0	45.125	424.6472363134227	PRKACG;PRKACA;PRKACB
GO_Biological_Process_2021	toll-like receptor 9 signaling pathway (GO:0034162)	3/13	8.186286647979327e-05	0.0005674426044026695	0	0	45.125	424.6472363134227	TRAF6;PIK3R4;PIK3C3
GO_Biological_Process_2021	positive regulation of vascular endothelial cell proliferation (GO:1905564)	3/13	8.186286647979327e-05	0.0005674426044026695	0	0	45.125	424.6472363134227	PDPK1;AKT3;HMGB1
GO_Biological_Process_2021	positive regulation of protein serine/threonine kinase activity (GO:0071902)	6/106	8.303051729685354e-05	0.0005730872300233891	0	0	9.193023255813952	86.38042592540148	RPTOR;PPP2CA;MAP2K1;MAP2K2;AKT1;HRAS
GO_Biological_Process_2021	ERBB signaling pathway (GO:0038127)	5/66	8.355126847120967e-05	0.0005742379553402631	0	0	12.486759142496847	117.25129419511818	PIK3CA;PDPK1;AKT1;MAPK1;PIK3R1
GO_Biological_Process_2021	positive regulation of protein kinase activity (GO:0045860)	7/154	8.50576384196678e-05	0.0005821244283405112	0	0	7.335565476190476	68.75025055081817	PPP2CA;RPTOR;MAP2K1;STK11;MAP2K2;TRAF6;PRKCD
GO_Biological_Process_2021	regulation of lipid biosynthetic process (GO:0046890)	4/35	8.836923731207869e-05	0.0006022474912613094	0	0	19.536074858409258	182.3494617868368	PRKAA2;AKT1;MTOR;INS
GO_Biological_Process_2021	regulation of signal transduction by p53 class mediator (GO:1901796)	7/156	9.223181806758e-05	0.0006259414598561286	0	0	7.23636744966443	67.23457624212213	PRKAA1;STK11;PRKAA2;PDPK1;MLST8;AKT1;MTOR
GO_Biological_Process_2021	cellular response to decreased oxygen levels (GO:0036294)	5/69	0.00010338287395356172	0.0006977629721625781	0	0	11.899639423076923	109.20383870022664	BAD;BNIP3;TSC1;HIF1A;MTOR
GO_Biological_Process_2021	positive regulation of long-term synaptic potentiation (GO:1900273)	3/14	0.00010367501620911302	0.0006977629721625781	0	0	41.02066115702479	376.33377582228735	EIF2AK4;SQSTM1;INS
GO_Biological_Process_2021	neutrophil degranulation (GO:0043312)	12/481	0.00010410686302305194	0.0006977740984437614	0	0	4.034739196006033	36.99893227542244	VAMP8;NRAS;LAMP1;LAMP2;PRKCD;MAPK1;HMGB1;ATG7;SNAP29;CTSD;CTSB;RAB7A
GO_Biological_Process_2021	regulation of protein serine/threonine kinase activity (GO:0071900)	6/111	0.00010721683713231752	0.0007156613573194199	0	0	8.753045404208194	80.00858801109956	RPTOR;PPP2CA;UVRAG;MAP2K1;MAP2K2;AKT1
GO_Biological_Process_2021	neutrophil activation involved in immune response (GO:0002283)	12/485	0.00011251820564901254	0.0007479693834536817	0	0	3.999793740009282	36.3677066882694	VAMP8;NRAS;LAMP1;LAMP2;PRKCD;MAPK1;HMGB1;ATG7;SNAP29;CTSD;CTSB;RAB7A
GO_Biological_Process_2021	positive regulation of cellular protein localization (GO:1903829)	5/71	0.00011848566088452	0.000784423436549761	0	0	11.537878787878787	104.3107154764008	PRKAA1;PRKAA2;EIF2AK3;AKT1;INS
GO_Biological_Process_2021	neutrophil mediated immunity (GO:0002446)	12/488	0.00011920435974086548	0.0007859734613808284	0	0	3.973970075835212	35.90351310903393	VAMP8;NRAS;LAMP1;LAMP2;PRKCD;MAPK1;HMGB1;ATG7;SNAP29;CTSD;CTSB;RAB7A
GO_Biological_Process_2021	extrinsic apoptotic signaling pathway (GO:0097191)	5/72	0.00012664352126125696	0.0008316428805091448	0	0	11.365097588978186	101.9919125222121	PDPK1;BAD;BCL2;GABARAP;BCL2L1
GO_Biological_Process_2021	regulation of dephosphorylation (GO:0035303)	3/15	0.0001289544964058134	0.0008366567726809174	0	0	37.60037878787879	336.75090842187745	IGBP1;MTMR3;MTMR4
GO_Biological_Process_2021	integrated stress response signaling (GO:0140467)	3/15	0.0001289544964058134	0.0008366567726809174	0	0	37.60037878787879	336.75090842187745	EIF2AK3;EIF2AK4;EIF2S1
GO_Biological_Process_2021	protein kinase A signaling (GO:0010737)	3/15	0.0001289544964058134	0.0008366567726809174	0	0	37.60037878787879	336.75090842187745	PRKACG;PRKACA;PRKACB
GO_Biological_Process_2021	positive regulation of protein metabolic process (GO:0051247)	6/115	0.0001303381607091143	0.0008422649269728422	0	0	8.430125880093877	75.41066468112328	RAB1A;MAPK8;AKT1;ATG7;RAB7A;INS
GO_Biological_Process_2021	regulation of nitric-oxide synthase activity (GO:0050999)	4/39	0.0001359471048448224	0.0008750246192789759	0	0	17.29989094874591	154.02516210326507	AKT1;PIK3CB;HIF1A;INS
GO_Biological_Process_2021	regulation of cellular response to stress (GO:0080135)	6/118	0.000150142269724146	0.0009558087121076608	0	0	8.203073089700997	72.21925869625713	RPTOR;AKT1S1;MLST8;MAPK1;MTOR;MAPK3
GO_Biological_Process_2021	negative regulation of protein kinase B signaling (GO:0051898)	4/40	0.00015026585794540906	0.0009558087121076608	0	0	16.818490245971162	148.0549262658497	PTEN;AKT1;TSC2;PIK3CB
GO_Biological_Process_2021	positive regulation of intrinsic apoptotic signaling pathway (GO:2001244)	4/40	0.00015026585794540906	0.0009558087121076608	0	0	16.818490245971162	148.0549262658497	BECN1;BAD;BCL2;BCL2L1
GO_Biological_Process_2021	positive regulation of cysteine-type endopeptidase activity involved in apoptotic process (GO:0043280)	6/119	0.00015724794972083085	0.0009963131814343267	0	0	8.13006791520889	71.20058765770717	DAPK1;BAD;EIF2AK3;HMGB1;CFLAR;CTSD
GO_Biological_Process_2021	positive regulation of TORC1 signaling (GO:1904263)	3/16	0.00015793051473234374	0.0009967443381161927	0	0	34.70629370629371	303.7965234919708	RRAGA;RRAGB;RRAGD
GO_Biological_Process_2021	regulation of release of cytochrome c from mitochondria (GO:0090199)	4/41	0.0001656440065548463	0.0010373535854515	0	0	16.36311120280586	142.45183994377558	BAD;BNIP3;AKT1;BCL2L1
GO_Biological_Process_2021	JNK cascade (GO:0007254)	4/41	0.0001656440065548463	0.0010373535854515	0	0	16.36311120280586	142.45183994377558	MAPK9;MAPK8;TRAF6;MAP3K7
GO_Biological_Process_2021	regulation of cell cycle (GO:0051726)	9/296	0.00018514571978183044	0.0011550244518697	0	0	4.872573419611747	41.876685997850615	ERN1;MAP2K1;STK11;AKT2;DAPK3;TSC2;TSC1;PRKACA;HRAS
GO_Biological_Process_2021	activation of protein kinase A activity (GO:0034199)	3/17	0.0001908272733936824	0.0011813810589486	0	0	32.22564935064935	275.9850327903387	PRKACG;PRKACA;PRKACB
GO_Biological_Process_2021	positive regulation of telomere capping (GO:1904355)	3/17	0.0001908272733936824	0.0011813810589486	0	0	32.22564935064935	275.9850327903387	MAPK1;PRKCQ;MAPK3
GO_Biological_Process_2021	regulation of translation (GO:0006417)	7/178	0.00020900605342443263	0.0012890031127544	0	0	6.298336988304094	53.36673731566153	RPS6KB1;DAPK1;DAPK3;EIF2AK3;TSC1;EIF2AK4;MTOR
GO_Biological_Process_2021	regulation of vascular endothelial cell proliferation (GO:1905562)	3/18	0.00022786403679955853	0.0013894566454469	0	0	30.07575757575757	252.2382038162528	PDPK1;AKT3;HMGB1
GO_Biological_Process_2021	release of cytochrome c from mitochondria (GO:0001836)	3/18	0.00022786403679955853	0.0013894566454469	0	0	30.07575757575757	252.2382038162528	BAD;BCL2;BCL2L1
GO_Biological_Process_2021	negative regulation of lipid catabolic process (GO:0050995)	3/18	0.00022786403679955853	0.0013894566454469	0	0	30.07575757575757	252.2382038162528	PRKAA1;AKT1;INS
GO_Biological_Process_2021	cellular response to glucagon stimulus (GO:0071377)	3/19	0.0002692551984405575	0.0016295967607111	0	0	28.194602272727277	231.755427853423	PRKACG;PRKACA;PRKACB
GO_Biological_Process_2021	negative regulation of oxidative stress-induced intrinsic apoptotic signaling pathway (GO:1902176)	3/19	0.0002692551984405575	0.0016295967607111	0	0	28.194602272727277	231.755427853423	AKT1;HIF1A;INS
GO_Biological_Process_2021	positive regulation of DNA-binding transcription factor activity (GO:0051091)	8/246	0.00027052338647155257	0.0016311856240031	0	0	5.194733011314762	42.6755213235141	TRAF6;PTEN;AKT1;PRKCQ;CFLAR;RAB7B;MAP3K7;INS
GO_Biological_Process_2021	epidermal growth factor receptor signaling pathway (GO:0007173)	4/47	0.00028275680402596424	0.0016986353190004	0	0	14.075625776673176	115.01085973978584	PIK3CA;PDPK1;AKT1;PIK3R1
GO_Biological_Process_2021	early endosome to late endosome transport (GO:0045022)	3/20	0.00031521034703415614	0.0018796734665051	0	0	26.53475935828877	213.93040424584777	BECN1;PIK3C3;RAB7A
GO_Biological_Process_2021	positive regulation of peptidyl-lysine acetylation (GO:2000758)	3/20	0.00031521034703415614	0.0018796734665051	0	0	26.53475935828877	213.93040424584777	PRKAA1;PRKAA2;MAPK3
GO_Biological_Process_2021	cellular response to mechanical stimulus (GO:0071260)	4/49	0.000332397762883501	0.0019749053897327	0	0	13.448685326547922	107.71291767494992	MAPK8;BAD;BNIP3;MAPK3
GO_Biological_Process_2021	negative regulation of macromolecule metabolic process (GO:0010605)	7/194	0.00035278300947004943	0.0020883724137241	0	0	5.75476270053476	45.74839185353847	PRKAA1;MAP2K1;PRKAA2;MAP2K2;SMCR8;HIF1A;HRAS
GO_Biological_Process_2021	negative regulation of translation (GO:0017148)	5/90	0.0003610693957030048	0.0021296529448373	0	0	8.950226244343892	70.94343476916414	DAPK1;DAPK3;EIF2AK3;TSC1;EIF2AK4
GO_Biological_Process_2021	regulation of cellular component organization (GO:0051128)	6/139	0.00036459999203979125	0.0021349501338936	0	0	6.900507081657633	54.62931146939833	RPTOR;STK11;TSC2;PRKCQ;MTOR;RAB33B
GO_Biological_Process_2021	protein dephosphorylation (GO:0006470)	6/139	0.00036459999203979125	0.0021349501338936	0	0	6.900507081657633	54.62931146939833	PPP2CA;PPP2CB;STK11;MTMR3;PTEN;MTMR4
GO_Biological_Process_2021	response to glucagon (GO:0033762)	3/21	0.0003659343320697055	0.0021350557072556	0	0	25.05934343434344	198.2960044893139	PRKACG;PRKACA;PRKACB
GO_Biological_Process_2021	positive regulation of cell population proliferation (GO:0008284)	11/474	0.0003774068565850742	0.0021941000766343	0	0	3.717376158294434	29.301053126598823	BAD;IRS1;AKT2;BCL2;PTEN;AKT1;IRS2;KRAS;HRAS;IGF1R;INS
GO_Biological_Process_2021	regulation of actin cytoskeleton organization (GO:0032956)	5/91	0.0003800133080016868	0.0022013628056383	0	0	8.845706618962433	69.66263123839853	PIK3CA;DAPK3;PRKCD;MLST8;MTOR
GO_Biological_Process_2021	regulation of protein modification process (GO:0031399)	4/51	0.0003879870215889292	0.002239554978709	0	0	12.87510151047588	101.12798267378209	PPP2CA;ATG10;ATG14;ATG7
GO_Biological_Process_2021	regulation of endothelial cell proliferation (GO:0001936)	5/92	0.0003996988256756568	0.0022989769334961	0	0	8.743589743589743	68.41683429539992	NRAS;AKT3;PIK3CD;AKT1;HIF1A
GO_Biological_Process_2021	Ras protein signal transduction (GO:0007265)	6/142	0.00040862931841910487	0.0023420380016812	0	0	6.747264021887825	52.646891320198925	NRAS;MRAS;RRAS;RRAS2;KRAS;HRAS
GO_Biological_Process_2021	positive regulation of protein localization to cell periphery (GO:1904377)	4/52	0.0004181357088798364	0.0023797056835196	0	0	12.606234096692113	98.0727763284985	PDPK1;AKT1;PIK3R1;SQSTM1
GO_Biological_Process_2021	positive regulation of protein localization to plasma membrane (GO:1903078)	4/52	0.0004181357088798364	0.0023797056835196	0	0	12.606234096692113	98.0727763284985	PDPK1;AKT1;PIK3R1;SQSTM1
GO_Biological_Process_2021	positive regulation of translational initiation (GO:0045948)	3/22	0.0004216273282920607	0.0023911871555584	0	0	23.739234449760765	184.48681935632112	RPS6KB1;RPS6KB2;MTOR
GO_Biological_Process_2021	negative regulation of MAPK cascade (GO:0043409)	5/94	0.000441370090731628	0.0024620949505035	0	0	8.546240276577356	66.02506314599088	IGBP1;PRKCD;PTEN;PIK3R2;PIK3CB
GO_Biological_Process_2021	caveolin-mediated endocytosis (GO:0072584)	2/5	0.0004462736840000329	0.0024620949505035	0	0	99.55889724310777	768.0548935974338	MAPK1;MAPK3
GO_Biological_Process_2021	regulation of cyclase activity (GO:0031279)	2/5	0.0004462736840000329	0.0024620949505035	0	0	99.55889724310777	768.0548935974338	MAPK8;MAPK3
GO_Biological_Process_2021	regulation of phosphatidylinositol dephosphorylation (GO:0060304)	2/5	0.0004462736840000329	0.0024620949505035	0	0	99.55889724310777	768.0548935974338	MTMR3;MTMR4
GO_Biological_Process_2021	negative regulation of collateral sprouting (GO:0048671)	2/5	0.0004462736840000329	0.0024620949505035	0	0	99.55889724310777	768.0548935974338	ULK2;ULK1
GO_Biological_Process_2021	negative regulation of tubulin deacetylation (GO:1904428)	2/5	0.0004462736840000329	0.0024620949505035	0	0	99.55889724310777	768.0548935974338	PRKAA1;PRKAA2
GO_Biological_Process_2021	positive regulation of deoxyribonuclease activity (GO:0032077)	2/5	0.0004462736840000329	0.0024620949505035	0	0	99.55889724310777	768.0548935974338	PRKCD;AKT1
GO_Biological_Process_2021	positive regulation of macrophage proliferation (GO:0120041)	2/5	0.0004462736840000329	0.0024620949505035	0	0	99.55889724310777	768.0548935974338	MAPK1;MAPK3
GO_Biological_Process_2021	regulation of telomere capping (GO:1904353)	3/23	0.00048248490012111446	0.0026349848754089	0	0	22.551136363636363	172.21312694390485	MAPK1;PRKCQ;MAPK3
GO_Biological_Process_2021	negative regulation of extrinsic apoptotic signaling pathway in absence of ligand (GO:2001240)	3/23	0.00048248490012111446	0.0026349848754089	0	0	22.551136363636363	172.21312694390485	BCL2;AKT1;BCL2L1
