Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2021	tight junction organization (GO:0120193)	1/5	0.049014519870416	0.2575861887168427	0	0	24.86934673366834	74.99696447567176	ACTG1
GO_Biological_Process_2021	trivalent inorganic anion homeostasis (GO:0072506)	1/5	0.049014519870416	0.2575861887168427	0	0	24.86934673366834	74.99696447567176	FGF23
GO_Biological_Process_2021	mitochondrial tRNA methylation (GO:0070901)	1/5	0.049014519870416	0.2575861887168427	0	0	24.86934673366834	74.99696447567176	PRORP
GO_Biological_Process_2021	mRNA cleavage involved in gene silencing by miRNA (GO:0035279)	1/5	0.049014519870416	0.2575861887168427	0	0	24.86934673366834	74.99696447567176	AGO2
GO_Biological_Process_2021	negative regulation of cardiac muscle cell proliferation (GO:0060044)	1/5	0.049014519870416	0.2575861887168427	0	0	24.86934673366834	74.99696447567176	TBX5
GO_Biological_Process_2021	negative regulation of cholesterol biosynthetic process (GO:0045541)	1/5	0.049014519870416	0.2575861887168427	0	0	24.86934673366834	74.99696447567176	ERLIN1
GO_Biological_Process_2021	negative regulation of cholesterol metabolic process (GO:0090206)	1/5	0.049014519870416	0.2575861887168427	0	0	24.86934673366834	74.99696447567176	ERLIN1
GO_Biological_Process_2021	negative regulation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway (GO:2001268)	1/5	0.049014519870416	0.2575861887168427	0	0	24.86934673366834	74.99696447567176	MMP9
GO_Biological_Process_2021	negative regulation of dendritic cell differentiation (GO:2001199)	1/5	0.049014519870416	0.2575861887168427	0	0	24.86934673366834	74.99696447567176	LILRB1
GO_Biological_Process_2021	negative regulation of heterochromatin assembly (GO:0031452)	1/5	0.049014519870416	0.2575861887168427	0	0	24.86934673366834	74.99696447567176	AICDA
GO_Biological_Process_2021	negative regulation of leukocyte differentiation (GO:1902106)	1/5	0.049014519870416	0.2575861887168427	0	0	24.86934673366834	74.99696447567176	LILRB1
GO_Biological_Process_2021	negative regulation of regulatory T cell differentiation (GO:0045590)	1/5	0.049014519870416	0.2575861887168427	0	0	24.86934673366834	74.99696447567176	IRF1
GO_Biological_Process_2021	negative regulation of sterol biosynthetic process (GO:0106119)	1/5	0.049014519870416	0.2575861887168427	0	0	24.86934673366834	74.99696447567176	ERLIN1
GO_Biological_Process_2021	negative regulation of transcription by RNA polymerase I (GO:0016479)	1/5	0.049014519870416	0.2575861887168427	0	0	24.86934673366834	74.99696447567176	NOP53
GO_Biological_Process_2021	phenol-containing compound metabolic process (GO:0018958)	1/5	0.049014519870416	0.2575861887168427	0	0	24.86934673366834	74.99696447567176	ATP7A
GO_Biological_Process_2021	positive regulation of cardioblast differentiation (GO:0051891)	1/5	0.049014519870416	0.2575861887168427	0	0	24.86934673366834	74.99696447567176	TBX5
GO_Biological_Process_2021	positive regulation of gamma-delta T cell activation (GO:0046645)	1/5	0.049014519870416	0.2575861887168427	0	0	24.86934673366834	74.99696447567176	LILRB1
GO_Biological_Process_2021	positive regulation of glial cell proliferation (GO:0060252)	1/5	0.049014519870416	0.2575861887168427	0	0	24.86934673366834	74.99696447567176	PRKCI
GO_Biological_Process_2021	positive regulation of leukocyte mediated immunity (GO:0002705)	1/5	0.049014519870416	0.2575861887168427	0	0	24.86934673366834	74.99696447567176	PLCG2
GO_Biological_Process_2021	positive regulation of membrane permeability (GO:1905710)	1/5	0.049014519870416	0.2575861887168427	0	0	24.86934673366834	74.99696447567176	HEBP2
GO_Biological_Process_2021	positive regulation of necrotic cell death (GO:0010940)	1/5	0.049014519870416	0.2575861887168427	0	0	24.86934673366834	74.99696447567176	HEBP2
GO_Biological_Process_2021	positive regulation of store-operated calcium channel activity (GO:1901341)	1/5	0.049014519870416	0.2575861887168427	0	0	24.86934673366834	74.99696447567176	CRACR2A
GO_Biological_Process_2021	protein lipoylation (GO:0009249)	1/5	0.049014519870416	0.2575861887168427	0	0	24.86934673366834	74.99696447567176	NDUFAB1
GO_Biological_Process_2021	regulation of signal transduction (GO:0009966)	5/198	0.0490856472320415	0.2575861887168427	0	0	2.6048890660289623	7.851626937459176	ZFAND2B;LIFR;TIMP1;GLI1;RASGRP4
GO_Biological_Process_2021	cell-cell junction organization (GO:0045216)	3/82	0.049101960522251	0.2575861887168427	0	0	3.801516417143224	11.457224263457675	AFDN;PRKCI;PARD6A
GO_Biological_Process_2021	regulation of gene expression, epigenetic (GO:0040029)	3/82	0.049101960522251	0.2575861887168427	0	0	3.801516417143224	11.457224263457675	POLR2E;EPC1;POLR2L
GO_Biological_Process_2021	regulation of androgen receptor signaling pathway (GO:0060765)	2/36	0.0501995008461569	0.2575861887168427	0	0	5.872251931075461	17.568310863627904	DDX5;SMARCA4
GO_Biological_Process_2021	regulation of cardiac muscle contraction (GO:0055117)	2/36	0.0501995008461569	0.2575861887168427	0	0	5.872251931075461	17.568310863627904	GJA5;TNNI3
GO_Biological_Process_2021	regulation of cell cycle G1/S phase transition (GO:1902806)	2/36	0.0501995008461569	0.2575861887168427	0	0	5.872251931075461	17.568310863627904	PLCG2;GLI1
GO_Biological_Process_2021	regulation of sodium ion transport (GO:0002028)	2/36	0.0501995008461569	0.2575861887168427	0	0	5.872251931075461	17.568310863627904	WNK4;FGF12
GO_Biological_Process_2021	transferrin transport (GO:0033572)	2/36	0.0501995008461569	0.2575861887168427	0	0	5.872251931075461	17.568310863627904	ATP6V0C;RAB11B
GO_Biological_Process_2021	negative regulation of DNA metabolic process (GO:0051053)	2/36	0.0501995008461569	0.2575861887168427	0	0	5.872251931075461	17.568310863627904	H1-5;H1-6
GO_Biological_Process_2021	positive regulation of mitotic nuclear division (GO:0045840)	2/36	0.0501995008461569	0.2575861887168427	0	0	5.872251931075461	17.568310863627904	PDGFRB;CUL3
GO_Biological_Process_2021	regulation of osteoblast differentiation (GO:0045667)	3/83	0.0505815238385671	0.2587378882957234	0	0	3.753807106598985	11.201994465025969	DDX5;HGF;FGF23
GO_Biological_Process_2021	regulation of protein phosphorylation (GO:0001932)	6/266	0.0514513313136005	0.2604360214350847	0	0	2.324345757335448	6.896610322406802	EFNA1;HGF;FGF19;FGF23;MMP9;NOP53
GO_Biological_Process_2021	anaphase-promoting complex-dependent catabolic process (GO:0031145)	3/84	0.0520826238943719	0.2604360214350847	0	0	3.707275803722504	10.954717877625804	PSMC5;CUL3;PSMC1
GO_Biological_Process_2021	enzyme linked receptor protein signaling pathway (GO:0007167)	4/140	0.0521853956667059	0.2604360214350847	0	0	2.95078031212485	8.713514393945305	PDGFRB;LIFR;RASGRP4;FGFR1
GO_Biological_Process_2021	transcription initiation from RNA polymerase II promoter (GO:0006367)	4/140	0.0521853956667059	0.2604360214350847	0	0	2.95078031212485	8.713514393945305	POLR2E;E2F2;TBX5;POLR2L
GO_Biological_Process_2021	regulation of glucose import (GO:0046324)	2/37	0.0527274511453542	0.2604360214350847	0	0	5.704184704184704	16.785242657704043	PRKCI;FGF19
GO_Biological_Process_2021	centromere complex assembly (GO:0034508)	2/37	0.0527274511453542	0.2604360214350847	0	0	5.704184704184704	16.785242657704043	CENPW;RUVBL1
GO_Biological_Process_2021	positive regulation of calcium ion transport (GO:0051928)	2/37	0.0527274511453542	0.2604360214350847	0	0	5.704184704184704	16.785242657704043	PDGFRB;CRACR2A
GO_Biological_Process_2021	regulation of cell migration (GO:0030334)	8/408	0.0532308194180891	0.2604360214350847	0	0	2.020833333333333	5.92734209554384	PDGFRB;AFDN;HGF;FGF19;TBX5;FGF23;MMP9;ACTG1
GO_Biological_Process_2021	G1/S transition of mitotic cell cycle (GO:0000082)	3/85	0.0536051258792773	0.2604360214350847	0	0	3.661879410672279	10.71506409870918	POLA1;CUL5;CUL3
GO_Biological_Process_2021	retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum (GO:0006890)	3/85	0.0536051258792773	0.2604360214350847	0	0	3.661879410672279	10.71506409870918	RINT1;USE1;BICD2
GO_Biological_Process_2021	Wnt signaling pathway, planar cell polarity pathway (GO:0060071)	3/85	0.0536051258792773	0.2604360214350847	0	0	3.661879410672279	10.71506409870918	PSMC5;PARD6A;PSMC1
GO_Biological_Process_2021	positive regulation of proteasomal protein catabolic process (GO:1901800)	3/86	0.055148891178145	0.2604360214350847	0	0	3.617576906611216	10.482720030479646	PSMC5;TRIB3;NOP53
GO_Biological_Process_2021	connective tissue development (GO:0061448)	2/38	0.0552998529270401	0.2604360214350847	0	0	5.545454545454546	16.054007893661755	SLC39A13;ATP7A
GO_Biological_Process_2021	regulation of phosphoprotein phosphatase activity (GO:0043666)	2/38	0.0552998529270401	0.2604360214350847	0	0	5.545454545454546	16.054007893661755	PDGFRB;MASTL
GO_Biological_Process_2021	histone exchange (GO:0043486)	2/38	0.0552998529270401	0.2604360214350847	0	0	5.545454545454546	16.054007893661755	CENPW;RUVBL1
GO_Biological_Process_2021	ventricular septum development (GO:0003281)	2/38	0.0552998529270401	0.2604360214350847	0	0	5.545454545454546	16.054007893661755	GJA5;TBX5
GO_Biological_Process_2021	negative regulation of proteasomal protein catabolic process (GO:1901799)	2/38	0.0552998529270401	0.2604360214350847	0	0	5.545454545454546	16.054007893661755	PRKCG;NOP53
GO_Biological_Process_2021	negative regulation of TOR signaling (GO:0032007)	2/38	0.0552998529270401	0.2604360214350847	0	0	5.545454545454546	16.054007893661755	TBC1D7;DEPDC5
GO_Biological_Process_2021	inorganic cation transmembrane transport (GO:0098662)	6/274	0.0577674060300651	0.2604360214350847	0	0	2.254039082935836	6.427010547376076	KCNJ11;SLC30A4;SLC39A13;KCNN4;ATP6V0C;KCNK2
GO_Biological_Process_2021	mRNA splicing, via spliceosome (GO:0000398)	6/274	0.0577674060300651	0.2604360214350847	0	0	2.254039082935836	6.427010547376076	SMU1;CPSF4;DDX5;POLR2E;BUD13;POLR2L
GO_Biological_Process_2021	positive regulation of MAPK cascade (GO:0043410)	6/274	0.0577674060300651	0.2604360214350847	0	0	2.254039082935836	6.427010547376076	PDGFRB;GLIPR2;FGF19;CARD9;PLCG2;FGFR1
GO_Biological_Process_2021	regulation of intracellular transport (GO:0032386)	2/39	0.0579155744332589	0.2604360214350847	0	0	5.395304395304395	15.369975594462096	RINT1;RAB11B
GO_Biological_Process_2021	regulation of ion transmembrane transporter activity (GO:0032412)	2/39	0.0579155744332589	0.2604360214350847	0	0	5.395304395304395	15.369975594462096	CHRM3;FGF12
GO_Biological_Process_2021	DNA replication-independent nucleosome assembly (GO:0006336)	2/39	0.0579155744332589	0.2604360214350847	0	0	5.395304395304395	15.369975594462096	CENPW;RUVBL1
GO_Biological_Process_2021	negative regulation of secretion by cell (GO:1903531)	2/39	0.0579155744332589	0.2604360214350847	0	0	5.395304395304395	15.369975594462096	LILRB1;FGF23
GO_Biological_Process_2021	regulation of establishment of planar polarity (GO:0090175)	3/88	0.0582996390300356	0.2604360214350847	0	0	3.532099134069872	10.038788675236006	PSMC5;PARD6A;PSMC1
GO_Biological_Process_2021	protein-DNA covalent cross-linking repair (GO:0106300)	1/6	0.0585267307609904	0.2604360214350847	0	0	19.894472361809044	56.46591775214154	TEX264
GO_Biological_Process_2021	cardiac ventricle formation (GO:0003211)	1/6	0.0585267307609904	0.2604360214350847	0	0	19.894472361809044	56.46591775214154	TBX5
GO_Biological_Process_2021	regulation of mitotic sister chromatid segregation (GO:0033047)	1/6	0.0585267307609904	0.2604360214350847	0	0	19.894472361809044	56.46591775214154	CDK5RAP2
GO_Biological_Process_2021	regulation of mitotic spindle checkpoint (GO:1903504)	1/6	0.0585267307609904	0.2604360214350847	0	0	19.894472361809044	56.46591775214154	CDK5RAP2
GO_Biological_Process_2021	regulation of response to reactive oxygen species (GO:1901031)	1/6	0.0585267307609904	0.2604360214350847	0	0	19.894472361809044	56.46591775214154	HEBP2
GO_Biological_Process_2021	regulation of T cell activation via T cell receptor contact with antigen bound to MHC molecule on antigen presenting cell (GO:2001188)	1/6	0.0585267307609904	0.2604360214350847	0	0	19.894472361809044	56.46591775214154	LILRB1
GO_Biological_Process_2021	regulation of transmission of nerve impulse (GO:0051969)	1/6	0.0585267307609904	0.2604360214350847	0	0	19.894472361809044	56.46591775214154	FGF12
GO_Biological_Process_2021	regulation of ventricular cardiac muscle cell membrane depolarization (GO:0060373)	1/6	0.0585267307609904	0.2604360214350847	0	0	19.894472361809044	56.46591775214154	GJA5
GO_Biological_Process_2021	response to DNA damage checkpoint signaling (GO:0072423)	1/6	0.0585267307609904	0.2604360214350847	0	0	19.894472361809044	56.46591775214154	EME1
GO_Biological_Process_2021	indolalkylamine metabolic process (GO:0006586)	1/6	0.0585267307609904	0.2604360214350847	0	0	19.894472361809044	56.46591775214154	ATP7A
GO_Biological_Process_2021	SCF complex assembly (GO:0010265)	1/6	0.0585267307609904	0.2604360214350847	0	0	19.894472361809044	56.46591775214154	SKP1
GO_Biological_Process_2021	ISG15-protein conjugation (GO:0032020)	1/6	0.0585267307609904	0.2604360214350847	0	0	19.894472361809044	56.46591775214154	UBE2L6
GO_Biological_Process_2021	mitotic DNA replication initiation (GO:1902975)	1/6	0.0585267307609904	0.2604360214350847	0	0	19.894472361809044	56.46591775214154	POLA1
GO_Biological_Process_2021	negative regulation of amyloid precursor protein biosynthetic process (GO:0042985)	1/6	0.0585267307609904	0.2604360214350847	0	0	19.894472361809044	56.46591775214154	AGO2
GO_Biological_Process_2021	negative regulation of cardiac muscle tissue growth (GO:0055022)	1/6	0.0585267307609904	0.2604360214350847	0	0	19.894472361809044	56.46591775214154	TBX5
GO_Biological_Process_2021	negative regulation of CD8-positive, alpha-beta T cell activation (GO:2001186)	1/6	0.0585267307609904	0.2604360214350847	0	0	19.894472361809044	56.46591775214154	LILRB1
GO_Biological_Process_2021	negative regulation of trophoblast cell migration (GO:1901164)	1/6	0.0585267307609904	0.2604360214350847	0	0	19.894472361809044	56.46591775214154	TIMP1
GO_Biological_Process_2021	nuclear cell cycle DNA replication initiation (GO:1902315)	1/6	0.0585267307609904	0.2604360214350847	0	0	19.894472361809044	56.46591775214154	POLA1
GO_Biological_Process_2021	positive regulation of extrinsic apoptotic signaling pathway via death domain receptors (GO:1902043)	1/6	0.0585267307609904	0.2604360214350847	0	0	19.894472361809044	56.46591775214154	TIMP3
GO_Biological_Process_2021	positive regulation of gap junction assembly (GO:1903598)	1/6	0.0585267307609904	0.2604360214350847	0	0	19.894472361809044	56.46591775214154	TBX5
GO_Biological_Process_2021	positive regulation of I-kappaB phosphorylation (GO:1903721)	1/6	0.0585267307609904	0.2604360214350847	0	0	19.894472361809044	56.46591775214154	PLCG2
GO_Biological_Process_2021	positive regulation of receptor binding (GO:1900122)	1/6	0.0585267307609904	0.2604360214350847	0	0	19.894472361809044	56.46591775214154	MMP9
GO_Biological_Process_2021	regulation of cysteine-type endopeptidase activity involved in apoptotic process (GO:0043281)	3/89	0.0599063264776533	0.2618249731648506	0	0	3.490851139180734	9.82665226973149	HGF;CARD9;LAMTOR5
GO_Biological_Process_2021	second-messenger-mediated signaling (GO:0019932)	3/89	0.0599063264776533	0.2618249731648506	0	0	3.490851139180734	9.82665226973149	CHRM3;PLCG2;PLCG1
GO_Biological_Process_2021	mitochondrial translational elongation (GO:0070125)	3/89	0.0599063264776533	0.2618249731648506	0	0	3.490851139180734	9.82665226973149	GFM1;MRPL40;MRPS22
GO_Biological_Process_2021	regulation of microtubule polymerization (GO:0031113)	2/40	0.0605735018773766	0.2618249731648506	0	0	5.253056884635832	14.729034349424168	CLIP1;CDK5RAP2
GO_Biological_Process_2021	regulation of sodium ion transmembrane transporter activity (GO:2000649)	2/40	0.0605735018773766	0.2618249731648506	0	0	5.253056884635832	14.729034349424168	WNK4;FGF12
GO_Biological_Process_2021	ribosomal small subunit biogenesis (GO:0042274)	2/40	0.0605735018773766	0.2618249731648506	0	0	5.253056884635832	14.729034349424168	UTP4;SRFBP1
GO_Biological_Process_2021	negative regulation of ERBB signaling pathway (GO:1901185)	2/40	0.0605735018773766	0.2618249731648506	0	0	5.253056884635832	14.729034349424168	PTPN12;AREG
GO_Biological_Process_2021	negative regulation of protein kinase B signaling (GO:0051898)	2/40	0.0605735018773766	0.2618249731648506	0	0	5.253056884635832	14.729034349424168	TRIB3;NOP53
GO_Biological_Process_2021	protein complex oligomerization (GO:0051259)	3/90	0.0615336873024211	0.2618249731648506	0	0	3.450551374059163	9.62072552614985	TRIM72;WDCP;CARD9
GO_Biological_Process_2021	phosphate-containing compound metabolic process (GO:0006796)	5/212	0.0621632060649146	0.2618249731648506	0	0	2.426978818283166	6.742127733185862	PRKCG;INPP1;INPP5D;PLCG2;PLCG1
GO_Biological_Process_2021	regulation of mitochondrial membrane potential (GO:0051881)	2/41	0.0632725392250683	0.2618249731648506	0	0	5.118104118104118	14.127522570834804	HEBP2;TCL1A
GO_Biological_Process_2021	endosome organization (GO:0007032)	2/41	0.0632725392250683	0.2618249731648506	0	0	5.118104118104118	14.127522570834804	VPS33B;RILP
GO_Biological_Process_2021	regulation of release of cytochrome c from mitochondria (GO:0090199)	2/41	0.0632725392250683	0.2618249731648506	0	0	5.118104118104118	14.127522570834804	HGF;MMP9
GO_Biological_Process_2021	regulation of viral transcription (GO:0046782)	2/41	0.0632725392250683	0.2618249731648506	0	0	5.118104118104118	14.127522570834804	POLR2E;POLR2L
GO_Biological_Process_2021	response to cytokine (GO:0034097)	4/150	0.0639854868678937	0.2618249731648506	0	0	2.74727425216662	7.552528869212002	TIMP3;LIFR;TIMP1;PTPN12
GO_Biological_Process_2021	positive regulation of protein modification process (GO:0031401)	5/214	0.0641777580996933	0.2618249731648506	0	0	2.4035087719298245	6.60027201445728	EFNA1;HGF;FGF19;FGF23;MMP9
GO_Biological_Process_2021	regulation of peptidyl-tyrosine phosphorylation (GO:0050730)	3/92	0.0648498030509546	0.2618249731648506	0	0	3.3726686819141047	9.226546999073705	EFNA1;HGF;PLCG2
GO_Biological_Process_2021	Wnt signaling pathway (GO:0016055)	3/92	0.0648498030509546	0.2618249731648506	0	0	3.3726686819141047	9.226546999073705	CSNK1G3;PLCG2;SKP1
GO_Biological_Process_2021	regulation of DNA recombination (GO:0000018)	2/42	0.0660116079502312	0.2618249731648506	0	0	4.98989898989899	13.5621695873434	H1-5;H1-6
GO_Biological_Process_2021	positive regulation of protein tyrosine kinase activity (GO:0061098)	2/42	0.0660116079502312	0.2618249731648506	0	0	4.98989898989899	13.5621695873434	EFNA1;AREG
GO_Biological_Process_2021	gene expression (GO:0010467)	7/356	0.0672703415802599	0.2618249731648506	0	0	2.021423163145627	5.45589354331951	CPSF4;RPL41;AGO2;POLR2E;EPC1;ABCF1;POLR2L
GO_Biological_Process_2021	AV node cell to bundle of His cell communication (GO:0086067)	1/7	0.0679442688885301	0.2618249731648506	0	0	16.57788944723618	44.57906348265406	GJA5
GO_Biological_Process_2021	cardiac pacemaker cell development (GO:0060926)	1/7	0.0679442688885301	0.2618249731648506	0	0	16.57788944723618	44.57906348265406	TBX5
GO_Biological_Process_2021	regulation of chromatin assembly or disassembly (GO:0001672)	1/7	0.0679442688885301	0.2618249731648506	0	0	16.57788944723618	44.57906348265406	TLK1
GO_Biological_Process_2021	regulation of endothelial cell chemotaxis to fibroblast growth factor (GO:2000544)	1/7	0.0679442688885301	0.2618249731648506	0	0	16.57788944723618	44.57906348265406	FGFR1
GO_Biological_Process_2021	cellular response to histamine (GO:0071420)	1/7	0.0679442688885301	0.2618249731648506	0	0	16.57788944723618	44.57906348265406	GABRB2
GO_Biological_Process_2021	regulation of glial cell apoptotic process (GO:0034350)	1/7	0.0679442688885301	0.2618249731648506	0	0	16.57788944723618	44.57906348265406	PRKCI
GO_Biological_Process_2021	regulation of I-kappaB phosphorylation (GO:1903719)	1/7	0.0679442688885301	0.2618249731648506	0	0	16.57788944723618	44.57906348265406	PLCG2
GO_Biological_Process_2021	regulation of metallopeptidase activity (GO:1905048)	1/7	0.0679442688885301	0.2618249731648506	0	0	16.57788944723618	44.57906348265406	TIMP1
GO_Biological_Process_2021	regulation of miRNA mediated inhibition of translation (GO:1905616)	1/7	0.0679442688885301	0.2618249731648506	0	0	16.57788944723618	44.57906348265406	AGO2
GO_Biological_Process_2021	regulation of necrotic cell death (GO:0010939)	1/7	0.0679442688885301	0.2618249731648506	0	0	16.57788944723618	44.57906348265406	HEBP2
GO_Biological_Process_2021	gap junction assembly (GO:0016264)	1/7	0.0679442688885301	0.2618249731648506	0	0	16.57788944723618	44.57906348265406	GJA5
GO_Biological_Process_2021	histone H3-K9 methylation (GO:0051567)	1/7	0.0679442688885301	0.2618249731648506	0	0	16.57788944723618	44.57906348265406	SUV39H2
GO_Biological_Process_2021	insulin secretion involved in cellular response to glucose stimulus (GO:0035773)	1/7	0.0679442688885301	0.2618249731648506	0	0	16.57788944723618	44.57906348265406	RAB11B
GO_Biological_Process_2021	smooth muscle cell migration (GO:0014909)	1/7	0.0679442688885301	0.2618249731648506	0	0	16.57788944723618	44.57906348265406	PDGFRB
GO_Biological_Process_2021	substrate-dependent cell migration, cell extension (GO:0006930)	1/7	0.0679442688885301	0.2618249731648506	0	0	16.57788944723618	44.57906348265406	CD2AP
GO_Biological_Process_2021	miRNA loading onto RISC involved in gene silencing by miRNA (GO:0035280)	1/7	0.0679442688885301	0.2618249731648506	0	0	16.57788944723618	44.57906348265406	AGO2
GO_Biological_Process_2021	tRNA transcription by RNA polymerase III (GO:0042797)	1/7	0.0679442688885301	0.2618249731648506	0	0	16.57788944723618	44.57906348265406	POLR2L
GO_Biological_Process_2021	negative regulation of centriole replication (GO:0046600)	1/7	0.0679442688885301	0.2618249731648506	0	0	16.57788944723618	44.57906348265406	CDK5RAP2
GO_Biological_Process_2021	negative regulation of dendritic cell apoptotic process (GO:2000669)	1/7	0.0679442688885301	0.2618249731648506	0	0	16.57788944723618	44.57906348265406	LILRB1
GO_Biological_Process_2021	negative regulation of dendritic spine development (GO:0061000)	1/7	0.0679442688885301	0.2618249731648506	0	0	16.57788944723618	44.57906348265406	EFNA1
GO_Biological_Process_2021	norepinephrine metabolic process (GO:0042415)	1/7	0.0679442688885301	0.2618249731648506	0	0	16.57788944723618	44.57906348265406	ATP7A
GO_Biological_Process_2021	positive regulation of aspartic-type endopeptidase activity involved in amyloid precursor protein catabolic process (GO:1902961)	1/7	0.0679442688885301	0.2618249731648506	0	0	16.57788944723618	44.57906348265406	EFNA1
GO_Biological_Process_2021	positive regulation of gliogenesis (GO:0014015)	1/7	0.0679442688885301	0.2618249731648506	0	0	16.57788944723618	44.57906348265406	PRKCI
GO_Biological_Process_2021	positive regulation of histone H3-K9 methylation (GO:0051574)	1/7	0.0679442688885301	0.2618249731648506	0	0	16.57788944723618	44.57906348265406	H1-5
GO_Biological_Process_2021	positive regulation of interleukin-23 production (GO:0032747)	1/7	0.0679442688885301	0.2618249731648506	0	0	16.57788944723618	44.57906348265406	PLCG2
GO_Biological_Process_2021	positive regulation of miRNA mediated inhibition of translation (GO:1905618)	1/7	0.0679442688885301	0.2618249731648506	0	0	16.57788944723618	44.57906348265406	AGO2
GO_Biological_Process_2021	positive regulation of mitochondrial membrane potential (GO:0010918)	1/7	0.0679442688885301	0.2618249731648506	0	0	16.57788944723618	44.57906348265406	TCL1A
GO_Biological_Process_2021	positive regulation of mitotic cell cycle spindle assembly checkpoint (GO:0090267)	1/7	0.0679442688885301	0.2618249731648506	0	0	16.57788944723618	44.57906348265406	DYNC1LI1
GO_Biological_Process_2021	positive regulation of potassium ion import across plasma membrane (GO:1903288)	1/7	0.0679442688885301	0.2618249731648506	0	0	16.57788944723618	44.57906348265406	WNK4
GO_Biological_Process_2021	positive regulation of protein deubiquitination (GO:1903003)	1/7	0.0679442688885301	0.2618249731648506	0	0	16.57788944723618	44.57906348265406	NOP53
GO_Biological_Process_2021	positive regulation of protein localization to centrosome (GO:1904781)	1/7	0.0679442688885301	0.2618249731648506	0	0	16.57788944723618	44.57906348265406	PARD6A
GO_Biological_Process_2021	positive regulation of RNA polymerase II transcription preinitiation complex assembly (GO:0045899)	1/7	0.0679442688885301	0.2618249731648506	0	0	16.57788944723618	44.57906348265406	PSMC5
GO_Biological_Process_2021	positive regulation of spindle checkpoint (GO:0090232)	1/7	0.0679442688885301	0.2618249731648506	0	0	16.57788944723618	44.57906348265406	DYNC1LI1
GO_Biological_Process_2021	positive regulation of trophoblast cell migration (GO:1901165)	1/7	0.0679442688885301	0.2618249731648506	0	0	16.57788944723618	44.57906348265406	AGO2
GO_Biological_Process_2021	protein localization to endoplasmic reticulum exit site (GO:0070973)	1/7	0.0679442688885301	0.2618249731648506	0	0	16.57788944723618	44.57906348265406	SEC16A
GO_Biological_Process_2021	regulation of kinase activity (GO:0043549)	3/94	0.0682467043328599	0.2618249731648506	0	0	3.298209404808389	8.854459164365215	PDGFRB;RBL1;FGFR1
GO_Biological_Process_2021	hemopoiesis (GO:0030097)	3/94	0.0682467043328599	0.2618249731648506	0	0	3.298209404808389	8.854459164365215	MECOM;MKNK2;RASGRP4
GO_Biological_Process_2021	interleukin-1-mediated signaling pathway (GO:0070498)	3/94	0.0682467043328599	0.2618249731648506	0	0	3.298209404808389	8.854459164365215	PSMC5;PSMC1;SKP1
GO_Biological_Process_2021	DNA synthesis involved in DNA repair (GO:0000731)	2/43	0.0687896467784887	0.2618642145517211	0	0	4.867947770386794	13.030045670347697	POLA1;UBE2L6
GO_Biological_Process_2021	DNA-dependent DNA replication maintenance of fidelity (GO:0045005)	2/43	0.0687896467784887	0.2618642145517211	0	0	4.867947770386794	13.030045670347697	EME1;DONSON
GO_Biological_Process_2021	negative regulation of type I interferon production (GO:0032480)	2/43	0.0687896467784887	0.2618642145517211	0	0	4.867947770386794	13.030045670347697	UBE2L6;LILRB1
GO_Biological_Process_2021	regulation of cell cycle phase transition (GO:1901987)	3/95	0.0699750364747784	0.2618642145517211	0	0	3.2621937762083424	8.676185118672581	PSMC5;PSMC1;SKP1
GO_Biological_Process_2021	ciliary basal body-plasma membrane docking (GO:0097711)	3/95	0.0699750364747784	0.2618642145517211	0	0	3.2621937762083424	8.676185118672581	DCTN2;TUBA4A;CDK5RAP2
GO_Biological_Process_2021	positive regulation of NF-kappaB transcription factor activity (GO:0051092)	4/155	0.0703673025895698	0.2618642145517211	0	0	2.655629139072848	7.0481103099362015	TRIM8;PRKCI;CARD9;LAMTOR5
GO_Biological_Process_2021	regulation of endothelial cell apoptotic process (GO:2000351)	2/44	0.0716056114889121	0.2618642145517211	0	0	4.751803751803752	12.52851945708889	PRKCI;PLCG1
GO_Biological_Process_2021	intracellular steroid hormone receptor signaling pathway (GO:0030518)	2/44	0.0716056114889121	0.2618642145517211	0	0	4.751803751803752	12.52851945708889	DDX5;UBE3A
GO_Biological_Process_2021	positive regulation of potassium ion transmembrane transport (GO:1901381)	2/44	0.0716056114889121	0.2618642145517211	0	0	4.751803751803752	12.52851945708889	WNK4;KCNN4
GO_Biological_Process_2021	regulation of signal transduction by p53 class mediator (GO:1901796)	4/156	0.0716815873598332	0.2618642145517211	0	0	2.6380236305048337	6.952567640819991	TPX2;EXO1;SSRP1;NOP53
GO_Biological_Process_2021	cellular transition metal ion homeostasis (GO:0046916)	3/96	0.0717230639353225	0.2618642145517211	0	0	3.2269526772556083	8.502836079014903	SLC39A13;ATP7A;SKP1
GO_Biological_Process_2021	regulation of vesicle-mediated transport (GO:0060627)	3/96	0.0717230639353225	0.2618642145517211	0	0	3.2269526772556083	8.502836079014903	RINT1;CPLX1;RAB11B
GO_Biological_Process_2021	positive regulation of nucleic acid-templated transcription (GO:1903508)	9/511	0.0719069808716569	0.2618642145517211	0	0	1.8114140297448948	4.768333555244025	PSMC5;MECOM;IRF1;EPC1;GLI1;TBX5;ELK1;SMARCA4;CDK5RAP2
